movie_id,actor_id,name,role
770,12763,Joseph Fiennes,Actor
770,352,Dennis Haysbert,Actor
771,2975,Laurence Fishburne,Actor
771,4783,Sam Neill,Actor
771,8183,Kathleen Quinlan,Actor
771,20810,Joely Richardson,Actor
771,55755,Richard T. Jones,Actor
772,1269,Kevin Costner,Actor
772,3977,Joe Morton,Actor
772,12122,Ron Rifkin,Actor
772,62547,Susanna Thompson,Actor
772,8534,Kathy Bates,Actor
773,2299,Josh Hartnett,Actor
773,1245,Scarlett Johansson,Actor
773,6383,Aaron Eckhart,Actor
773,448,Hilary Swank,Actor
773,18658,Mia Kirshner,Actor
774,17051,James Franco,Actor
774,58433,David Ellison,Actor
774,1003,Jean Reno,Actor
774,58428,Philip Winchester,Actor
774,58431,Abdul Salis,Actor
775,4135,Robert Redford,Actor
775,4691,James Gandolfini,Actor
775,103,Mark Ruffalo,Actor
775,21530,Steve Burton,Actor
775,18792,Delroy Lindo,Actor
776,13548,James Spader,Actor
776,9780,Angela Bassett,Actor
776,5694,Robert Forster,Actor
776,38560,Lou Diamond Phillips,Actor
776,56857,Peter Facinelli,Actor
777,72466,Colin Farrell,Actor
777,567269,Jessica Brown Findlay,Actor
777,934,Russell Crowe,Actor
777,227,William Hurt,Actor
777,6161,Jennifer Connelly,Actor
778,112561,Lily Collins,Actor
778,83356,Jamie Campbell Bower,Actor
778,7431,Kevin Zegers,Actor
778,1075355,Jemima West,Actor
778,118616,Robert Sheehan,Actor
779,776,Eddie Murphy,Actor
779,9281,Elizabeth Banks,Actor
779,17773,Gabrielle Union,Actor
779,1894,Scott Caan,Actor
779,27105,Ed Helms,Actor
780,6161,Jennifer Connelly,Actor
780,4764,John C. Reilly,Actor
780,3129,Tim Roth,Actor
780,15336,Dougray Scott,Actor
780,4935,Pete Postlethwaite,Actor
781,10297,Matthew McConaughey,Actor
781,57755,Woody Harrelson,Actor
781,12134,Sally Kirkland,Actor
781,40279,Jenna Elfman,Actor
781,2641,Martin Landau,Actor
782,18269,Brendan Fraser,Actor
782,7055,Sienna Guillory,Actor
782,1333,Andy Serkis,Actor
782,23775,Eliza Bennett,Actor
782,6162,Paul Bettany,Actor
783,16856,Gabriel Macht,Actor
783,1245,Scarlett Johansson,Actor
783,2231,Samuel L. Jackson,Actor
783,8170,Eva Mendes,Actor
783,3627,Paz Vega,Actor
784,85,Johnny Depp,Actor
784,12052,Gwyneth Paltrow,Actor
784,3061,Ewan McGregor,Actor
784,6162,Paul Bettany,Actor
784,81364,Olivia Munn,Actor
785,976,Jason Statham,Actor
785,655,John Rhys-Davies,Actor
785,11477,Ray Liotta,Actor
785,22290,Leelee Sobieski,Actor
785,16475,Burt Reynolds,Actor
786,11701,Angelina Jolie,Actor
786,2296,Clive Owen,Actor
786,10399,Teri Polo,Actor
786,3900,Linus Roache,Actor
786,11315,Noah Emmerich,Actor
787,21908,Aaron Kwok,Actor
787,643,Gong Li,Actor
787,936431,William Feng,Actor
787,131513,Xiao Shen Yang,Actor
787,237032,Him Law,Actor
788,4589,Benjamin Bratt,Actor
788,17051,James Franco,Actor
788,935,Connie Nielsen,Actor
788,20982,Marton Csokas,Actor
788,12763,Joseph Fiennes,Actor
789,10859,Ryan Reynolds,Actor
789,54882,Morena Baccarin,Actor
789,1047649,Ed Skrein,Actor
789,51990,T.J. Miller,Actor
789,78452,Gina Carano,Actor
790,776,Eddie Murphy,Actor
790,4785,Jeff Goldblum,Actor
790,11164,Kelly Preston,Actor
790,1162,Robert Loggia,Actor
790,69718,Jon Cryer,Actor
791,51329,Bradley Cooper,Actor
791,23459,Sienna Miller,Actor
791,59219,Kyle Gallner,Actor
791,1530518,Cole Konis,Actor
791,163139,Ben Reed,Actor
792,70851,Jack Black,Actor
792,112476,Dylan Minnette,Actor
792,1121786,Odeya Rush,Actor
792,39388,Amy Ryan,Actor
792,1226302,Jillian Bell,Actor
793,368,Reese Witherspoon,Actor
793,103,Mark Ruffalo,Actor
793,10825,Donal Logue,Actor
793,56567,Dina Spybey-Waters,Actor
793,6437,Ben Shenkman,Actor
794,13633,Mark Addy,Actor
794,9045,Stephen Baldwin,Actor
794,13635,Kristen Johnston,Actor
794,13636,Jane Krakowski,Actor
794,13637,Joan Collins,Actor
795,16483,Sylvester Stallone,Actor
795,16554,Richard Crenna,Actor
795,2115,Kurtwood Smith,Actor
795,6783,Spiros Foc\u00e1s,Actor
795,16604,Sasson Gabai,Actor
796,1461,George Clooney,Actor
796,9137,Ren\u00e9e Zellweger,Actor
796,17697,John Krasinski,Actor
796,1470,Wayne Duvall,Actor
796,17401,Stephen Root,Actor
797,19292,Adam Sandler,Actor
797,84214,Taylor Lautner,Actor
797,884,Steve Buscemi,Actor
797,53256,Terry Crews,Actor
797,11160,Danny Trejo,Actor
798,3291,Hugh Grant,Actor
798,520,Sarah Jessica Parker,Actor
798,2453,Mary Steenburgen,Actor
798,16431,Sam Elliott,Actor
798,114310,Natalia Klimas,Actor
799,887,Owen Wilson,Actor
799,4937,Vince Vaughn,Actor
799,9827,Rose Byrne,Actor
799,2978,Max Minghella,Actor
799,20644,Aasif Mandvi,Actor
800,63,Milla Jovovich,Actor
800,3972,Wentworth Miller,Actor
800,17303,Ali Larter,Actor
800,8335,Kim Coates,Actor
800,114760,Kacey Clarke,Actor
801,17419,Bryan Cranston,Actor
801,35013,David Oyelowo,Actor
801,9777,Cuba Gooding Jr.,Actor
801,221019,Daniela Ruah,Actor
801,18288,Terrence Howard,Actor
802,6384,Keanu Reeves,Actor
802,1158,Al Pacino,Actor
802,6885,Charlize Theron,Actor
802,4004,Jeffrey Jones,Actor
802,19239,Judith Ivey,Actor
803,19292,Adam Sandler,Actor
803,4038,Susan Sarandon,Actor
803,56757,Eva Amurri Martino,Actor
803,85825,Leighton Meester,Actor
803,62861,Andy Samberg,Actor
804,6065,Dennis Quaid,Actor
804,11207,David Thewlis,Actor
804,4935,Pete Postlethwaite,Actor
804,2133,Dina Meyer,Actor
804,1666,Julie Christie,Actor
805,517,Pierce Brosnan,Actor
805,3136,Salma Hayek,Actor
805,57755,Woody Harrelson,Actor
805,31711,Troy Garity,Actor
805,62649,Russell Hornsby,Actor
806,2963,Nicolas Cage,Actor
806,8785,Ciar\u00e1n Hinds,Actor
806,44649,Violante Placido,Actor
806,567332,Fergus Riordan,Actor
806,73589,Johnny Whitworth,Actor
807,2963,Nicolas Cage,Actor
807,955,Pen\u00e9lope Cruz,Actor
807,5049,John Hurt,Actor
807,3894,Christian Bale,Actor
807,18847,Irene Papas,Actor
808,12835,Vin Diesel,Actor
808,16858,Lauren Graham,Actor
808,62054,Faith Ford,Actor
808,72997,Chris Potter,Actor
808,29221,Brittany Snow,Actor
809,18918,Dwayne Johnson,Actor
809,9656,Johnny Knoxville,Actor
809,2203,Neal McDonough,Actor
809,31029,Kristen Wilson,Actor
809,71189,Cobie Smulders,Actor
810,31,Tom Hanks,Actor
810,32,Robin Wright,Actor
810,33,Gary Sinise,Actor
810,34,Mykelti Williamson,Actor
810,35,Sally Field,Actor
811,11662,Jason Lee,Actor
811,212,David Cross,Actor
811,49914,Cameron Richardson,Actor
811,43775,Jane Lynch,Actor
811,15033,Justin Long,Actor
812,7399,Ben Stiller,Actor
812,380,Robert De Niro,Actor
812,10399,Teri Polo,Actor
812,10401,Blythe Danner,Actor
812,887,Owen Wilson,Actor
813,65529,Irene Bedard,Actor
813,2461,Mel Gibson,Actor
813,28010,David Ogden Stiers,Actor
813,31365,John Kassir,Actor
813,3203,Russell Means,Actor
814,20006,Christopher Reeve,Actor
814,3084,Marlon Brando,Actor
814,20011,Margot Kidder,Actor
814,193,Gene Hackman,Actor
814,13726,Ned Beatty,Actor
815,776,Eddie Murphy,Actor
815,9575,Jada Pinkett Smith,Actor
815,5563,James Coburn,Actor
815,1211,Larry Miller,Actor
815,4169,Dave Chappelle,Actor
816,2888,Will Smith,Actor
816,8170,Eva Mendes,Actor
816,32895,Kevin James,Actor
816,38425,Amber Valletta,Actor
816,55256,Julie Ann Emery,Actor
817,18269,Brendan Fraser,Actor
817,41087,Leslie Mann,Actor
817,19159,Thomas Haden Church,Actor
817,8930,John Cleese,Actor
817,6487,Richard Roundtree,Actor
818,21593,Jason Biggs,Actor
818,21595,Alyson Hannigan,Actor
818,57599,Seann William Scott,Actor
818,52480,Eddie Kaye Thomas,Actor
818,21403,Thomas Ian Nicholas,Actor
819,31,Tom Hanks,Actor
819,2229,Catherine Keener,Actor
819,94864,Max Martini,Actor
819,15824,Chris Mulkey,Actor
819,75604,Yul Vazquez,Actor
820,56323,Tina Fey,Actor
820,4495,Steve Carell,Actor
820,13240,Mark Wahlberg,Actor
820,40036,Taraji P. Henson,Actor
820,22125,Jimmi Simpson,Actor
821,6886,Christina Ricci,Actor
821,8984,Bill Pullman,Actor
821,14702,Cathy Moriarty,Actor
821,10713,Eric Idle,Actor
821,159788,Joe Nipote,Actor
822,5292,Denzel Washington,Actor
822,20982,Marton Csokas,Actor
822,56734,Chlo\u00eb Grace Moretz,Actor
822,35029,David Harbour,Actor
822,58754,Haley Bennett,Actor
823,16866,Jennifer Lopez,Actor
823,5469,Ralph Fiennes,Actor
823,20162,Natasha Richardson,Actor
823,2283,Stanley Tucci,Actor
823,53280,Tyler Posey,Actor
824,5292,Denzel Washington,Actor
824,193,Gene Hackman,Actor
824,13525,Matt Craven,Actor
824,10477,George Dzundza,Actor
824,110,Viggo Mortensen,Actor
825,2888,Will Smith,Actor
825,120724,Jaden Smith,Actor
825,9030,Thandie Newton,Actor
825,1990,Brian Howe,Actor
825,14852,James Karen,Actor
826,1038,Jodie Foster,Actor
826,133,Peter Sarsgaard,Actor
826,48,Sean Bean,Actor
826,57278,Kate Beahan,Actor
826,124304,Michael Irby,Actor
827,3392,Michael Douglas,Actor
827,3416,Demi Moore,Actor
827,55636,Donald Sutherland,Actor
827,19152,Dylan Baker,Actor
827,56485,Jacqueline Kim,Actor
828,2963,Nicolas Cage,Actor
828,5344,Meg Ryan,Actor
828,6861,Andre Braugher,Actor
828,11901,Dennis Franz,Actor
828,10132,Colm Feore,Actor
829,139,Uma Thurman,Actor
829,140,Lucy Liu,Actor
829,2535,Vivica A. Fox,Actor
829,589,Daryl Hannah,Actor
829,141,David Carradine,Actor
830,67773,Steve Martin,Actor
830,776,Eddie Murphy,Actor
830,69122,Heather Graham,Actor
830,11870,Christine Baranski,Actor
830,6213,Jamie Kennedy,Actor
831,139,Uma Thurman,Actor
831,141,David Carradine,Actor
831,589,Daryl Hannah,Actor
831,147,Michael Madsen,Actor
831,240171,Gordon Liu Chia-Hui,Actor
832,16483,Sylvester Stallone,Actor
832,6856,Kurt Russell,Actor
832,10742,Teri Hatcher,Actor
832,3785,Jack Palance,Actor
832,591,Brion James,Actor
833,5064,Meryl Streep,Actor
833,62,Bruce Willis,Actor
833,18892,Goldie Hawn,Actor
833,6588,Isabella Rossellini,Actor
833,51755,Ian Ogilvy,Actor
834,18897,Jackie Chan,Actor
834,887,Owen Wilson,Actor
834,140,Lucy Liu,Actor
834,3982,Xander Berkeley,Actor
834,2974,Roger Yuan,Actor
835,6856,Kurt Russell,Actor
835,23880,Steven Seagal,Actor
835,4587,Halle Berry,Actor
835,5723,John Leguizamo,Actor
835,17485,Oliver Platt,Actor
836,206,Jim Carrey,Actor
836,17832,Carla Gugino,Actor
836,62564,Madeline Carroll,Actor
836,14730,Angela Lansbury,Actor
836,82639,Ophelia Lovibond,Actor
837,18897,Jackie Chan,Actor
837,1336,Jet Li,Actor
837,11665,Michael Angarano,Actor
837,122503,Liu Yifei,Actor
837,109432,Li Bingbing,Actor
838,887,Owen Wilson,Actor
838,57755,Woody Harrelson,Actor
838,56322,Amy Poehler,Actor
838,1752,George Takei,Actor
838,17782,Colm Meaney,Actor
839,10205,Sigourney Weaver,Actor
839,17764,Charles S. Dutton,Actor
839,4391,Charles Dance,Actor
839,4935,Pete Postlethwaite,Actor
839,53916,Ralph Brown,Actor
840,3125,Madonna,Actor
840,3131,Antonio Banderas,Actor
840,378,Jonathan Pryce,Actor
840,18065,Jimmy Nail,Actor
840,1306206,Victoria Sus,Actor
841,380,Robert De Niro,Actor
841,1003,Jean Reno,Actor
841,11317,Natascha McElhone,Actor
841,1640,Stellan Skarsg\u00e5rd,Actor
841,48,Sean Bean,Actor
842,3392,Michael Douglas,Actor
842,5576,Val Kilmer,Actor
842,207,Tom Wilkinson,Actor
842,51878,John Kani,Actor
842,1246,Emily Mortimer,Actor
843,2227,Nicole Kidman,Actor
843,12982,Peter Capaldi,Actor
843,17064,Ben Whishaw,Actor
843,5658,Michael Gambon,Actor
843,11356,Imelda Staunton,Actor
844,7399,Ben Stiller,Actor
844,4937,Vince Vaughn,Actor
844,21007,Jonah Hill,Actor
844,98103,Richard Ayoade,Actor
844,14892,Rosemarie DeWitt,Actor
845,2176,Tommy Lee Jones,Actor
845,1121,Benicio del Toro,Actor
845,935,Connie Nielsen,Actor
845,21474,Leslie Stefanson,Actor
845,9277,John Finn,Actor
846,4173,Anthony Hopkins,Actor
846,9777,Cuba Gooding Jr.,Actor
846,55636,Donald Sutherland,Actor
846,16307,Maura Tierney,Actor
846,10477,George Dzundza,Actor
847,1892,Matt Damon,Actor
847,17141,Greg Kinnear,Actor
847,8170,Eva Mendes,Actor
847,19127,Wen Yann Shih,Actor
847,5950,Seymour Cassel,Actor
848,23659,Will Ferrell,Actor
848,16307,Maura Tierney,Actor
848,57755,Woody Harrelson,Actor
848,28638,David Koechner,Actor
848,21200,Will Arnett,Actor
849,3291,Hugh Grant,Actor
849,2039,Brendan Gleeson,Actor
849,12799,Jeremy Piven,Actor
849,8318,Brian Blessed,Actor
849,3136,Salma Hayek,Actor
850,11701,Angelina Jolie,Actor
850,52886,Jeffrey Donovan,Actor
850,6949,John Malkovich,Actor
850,25879,Geoff Pierson,Actor
850,39388,Amy Ryan,Actor
851,6384,Keanu Reeves,Actor
851,192,Morgan Freeman,Actor
851,3293,Rachel Weisz,Actor
851,10430,Fred Ward,Actor
851,14721,Kevin Dunn,Actor
852,380,Robert De Niro,Actor
852,10814,Wesley Snipes,Actor
852,6913,Ellen Barkin,Actor
852,5723,John Leguizamo,Actor
852,1121,Benicio del Toro,Actor
853,17276,Gerard Butler,Actor
853,4730,Emmy Rossum,Actor
853,17178,Patrick Wilson,Actor
853,8436,Miranda Richardson,Actor
853,6613,Minnie Driver,Actor
854,112,Cate Blanchett,Actor
854,2296,Clive Owen,Actor
854,118,Geoffrey Rush,Actor
854,6366,Laurence Fox,Actor
854,2441,Tom Hollander,Actor
855,6885,Charlize Theron,Actor
855,20982,Marton Csokas,Actor
855,9012,Jonny Lee Miller,Actor
855,2598,Sophie Okonedo,Actor
855,3910,Frances McDormand,Actor
856,32747,Stephen Lang,Actor
856,8447,Jeff Daniels,Actor
856,3087,Robert Duvall,Actor
856,27116,Kevin Conway,Actor
856,2878,C. Thomas Howell,Actor
857,11477,Ray Liotta,Actor
857,34485,Lauren Holly,Actor
857,2039,Brendan Gleeson,Actor
857,1210,H\u00e9ctor Elizondo,Actor
857,10768,Rachel Ticotin,Actor
858,776,Eddie Murphy,Actor
858,19159,Thomas Haden Church,Actor
858,118372,Yara Shahidi,Actor
858,780,Ronny Cox,Actor
858,78437,Stephen Rannazzisi,Actor
859,17835,Ricky Gervais,Actor
859,15232,Ty Burrell,Actor
859,56323,Tina Fey,Actor
859,64180,Steve Whitmire,Actor
859,97185,Eric Jacobson,Actor
860,55493,Brady Corbet,Actor
860,60459,Soren Fulton,Actor
860,49346,Debora Weston,Actor
860,12830,Lou Hirsch,Actor
860,141349,Alex Barringer,Actor
861,38225,Cher,Actor
861,53397,Christina Aguilera,Actor
861,58115,Eric Dane,Actor
861,55086,Cam Gigandet,Actor
861,143240,Julianne Hough,Actor
862,2405,Audrey Tautou,Actor
862,16790,Gaspard Ulliel,Actor
862,2413,Dominique Pinon,Actor
862,17901,Chantal Neuwirth,Actor
862,18177,Andr\u00e9 Dussollier,Actor
863,2091,James Mason,Actor
863,12445,Sue Lyon,Actor
863,7632,Shelley Winters,Actor
863,12446,Peter Sellers,Actor
863,9878,Lois Maxwell,Actor
864,16483,Sylvester Stallone,Actor
864,24047,Courtney B. Vance,Actor
864,13022,Tom Berenger,Actor
864,17764,Charles S. Dutton,Actor
864,2954,Jeffrey Wright,Actor
865,10814,Wesley Snipes,Actor
865,10823,Kris Kristofferson,Actor
865,2372,Ron Perlman,Actor
865,10839,Leonor Varela,Actor
865,4886,Norman Reedus,Actor
866,2888,Will Smith,Actor
866,5916,Rosario Dawson,Actor
866,70304,Sarah Jane Morris,Actor
866,57755,Woody Harrelson,Actor
866,8177,Michael Ealy,Actor
867,16483,Sylvester Stallone,Actor
867,61697,Sung Kang,Actor
867,164945,Sarah Shahi,Actor
867,31164,Adewale Akinnuoye-Agbaje,Actor
867,117642,Jason Momoa,Actor
868,1158,Al Pacino,Actor
868,3092,Diane Keaton,Actor
868,1271,Andy Garc\u00eda,Actor
868,3094,Talia Shire,Actor
868,1769,Sofia Coppola,Actor
869,114,Orlando Bloom,Actor
869,205,Kirsten Dunst,Actor
869,4038,Susan Sarandon,Actor
869,7447,Alec Baldwin,Actor
869,14888,Bruce McGill,Actor
870,11661,Kate Hudson,Actor
870,887,Owen Wilson,Actor
870,2876,Matt Dillon,Actor
870,3392,Michael Douglas,Actor
870,19274,Seth Rogen,Actor
871,193,Gene Hackman,Actor
871,20006,Christopher Reeve,Actor
871,13726,Ned Beatty,Actor
871,55278,Jackie Cooper,Actor
871,31364,Sarah Douglas,Actor
872,880,Ben Affleck,Actor
872,16866,Jennifer Lopez,Actor
872,21180,Justin Bartha,Actor
872,53647,Lainie Kazan,Actor
872,37157,Lenny Venito,Actor
873,2228,Sean Penn,Actor
873,9642,Jude Law,Actor
873,204,Kate Winslet,Actor
873,4691,James Gandolfini,Actor
873,1276,Patricia Clarkson,Actor
874,2231,Samuel L. Jackson,Actor
874,2954,Jeffrey Wright,Actor
874,3894,Christian Bale,Actor
874,6485,Busta Rhymes,Actor
874,6486,Dan Hedaya,Actor
875,5344,Meg Ryan,Actor
875,3036,John Cusack,Actor
875,1062,Christopher Lloyd,Actor
875,14730,Angela Lansbury,Actor
875,5587,Hank Azaria,Actor
876,2227,Nicole Kidman,Actor
876,3061,Ewan McGregor,Actor
876,5723,John Leguizamo,Actor
876,388,Jim Broadbent,Actor
876,12206,Richard Roxburgh,Actor
877,8891,John Travolta,Actor
877,4937,Vince Vaughn,Actor
877,10399,Teri Polo,Actor
877,71467,Matt O'Leary,Actor
877,884,Steve Buscemi,Actor
878,85,Johnny Depp,Actor
878,33192,Joel Edgerton,Actor
878,71580,Benedict Cumberbatch,Actor
878,118545,Dakota Johnson,Actor
878,4724,Kevin Bacon,Actor
879,11864,Ryan Phillippe,Actor
879,33527,Adam Beach,Actor
879,17772,Jesse Bradford,Actor
879,21179,John Benjamin Hickey,Actor
879,21134,John Slattery,Actor
880,134,Jamie Foxx,Actor
880,17276,Gerard Butler,Actor
880,17782,Colm Meaney,Actor
880,14888,Bruce McGill,Actor
880,57451,Leslie Bibb,Actor
881,6856,Kurt Russell,Actor
881,20494,Zo\u00eb Bell,Actor
881,5916,Rosario Dawson,Actor
881,20491,Vanessa Ferlito,Actor
881,20493,Sydney Tamiia Poitier,Actor
882,13309,Oprah Winfrey,Actor
882,2047,Danny Glover,Actor
882,9030,Thandie Newton,Actor
882,64908,Lisa Gay Hamilton,Actor
882,8354,Albert Hall,Actor
883,8783,Eric Bana,Actor
883,69597,Drew Barrymore,Actor
883,3087,Robert Duvall,Actor
883,23959,Debra Messing,Actor
883,3223,Robert Downey Jr.,Actor
884,6193,Leonardo DiCaprio,Actor
884,31,Tom Hanks,Actor
884,4690,Christopher Walken,Actor
884,8349,Martin Sheen,Actor
884,136761,Nathalie Baye,Actor
885,83002,Jessica Chastain,Actor
885,76512,Jason Clarke,Actor
885,2983,Mark Strong,Actor
885,33192,Joel Edgerton,Actor
885,73457,Chris Pratt,Actor
886,4937,Vince Vaughn,Actor
886,4491,Jennifer Aniston,Actor
886,16484,Joey Lauren Adams,Actor
886,6614,Cole Hauser,Actor
886,15277,Jon Favreau,Actor
887,5064,Meryl Streep,Actor
887,517,Pierce Brosnan,Actor
887,71070,Amanda Seyfried,Actor
887,5472,Colin Firth,Actor
887,1640,Stellan Skarsg\u00e5rd,Actor
888,56731,Jessica Alba,Actor
888,10860,Jessica Biel,Actor
888,51329,Bradley Cooper,Actor
888,58115,Eric Dane,Actor
888,18352,Patrick Dempsey,Actor
889,9656,Johnny Knoxville,Actor
889,57599,Seann William Scott,Actor
889,52052,Jessica Simpson,Actor
889,8261,Willie Nelson,Actor
889,16475,Burt Reynolds,Actor
890,2228,Sean Penn,Actor
890,3490,Adrien Brody,Actor
890,8767,Jim Caviezel,Actor
890,21343,Ben Chaplin,Actor
890,1461,George Clooney,Actor
891,59315,Olivia Wilde,Actor
891,10859,Ryan Reynolds,Actor
891,23532,Jason Bateman,Actor
891,41087,Leslie Mann,Actor
891,83352,Mircea Monroe,Actor
892,206,Jim Carrey,Actor
892,7621,Courtney Love,Actor
892,25336,Bob Zmuda,Actor
892,518,Danny DeVito,Actor
892,19468,Gerry Becker,Actor
893,380,Robert De Niro,Actor
893,4430,Sharon Stone,Actor
893,4517,Joe Pesci,Actor
893,4512,James Woods,Actor
893,7167,Don Rickles,Actor
894,8891,John Travolta,Actor
894,1244,Jonathan Rhys Meyers,Actor
894,120832,Kasia Smutniak,Actor
894,120833,Richard Durden,Actor
894,1019987,Bing Yin,Actor
895,57599,Seann William Scott,Actor
895,5915,Jaime King,Actor
895,10841,Karel Roden,Actor
895,1619,Chow Yun-fat,Actor
895,74278,K. C. Collins,Actor
896,206,Jim Carrey,Actor
896,9137,Ren\u00e9e Zellweger,Actor
896,18471,Anthony Anderson,Actor
896,5694,Robert Forster,Actor
896,28633,Richard Jenkins,Actor
897,14405,Courteney Cox,Actor
897,32895,Kevin James,Actor
897,16431,Sam Elliott,Actor
897,2047,Danny Glover,Actor
897,27102,Wanda Sykes,Actor
898,518,Danny DeVito,Actor
898,4756,Matthew Broderick,Actor
898,38025,Kristin Davis,Actor
898,52775,Kristin Chenoweth,Actor
898,61110,Fred Armisen,Actor
899,37917,Kristen Stewart,Actor
899,11288,Robert Pattinson,Actor
899,84214,Taylor Lautner,Actor
899,21029,Billy Burke,Actor
899,45827,Ashley Greene,Actor
900,12073,Mike Myers,Actor
900,776,Eddie Murphy,Actor
900,6941,Cameron Diaz,Actor
900,12074,John Lithgow,Actor
900,1925,Vincent Cassel,Actor
901,1892,Matt Damon,Actor
901,5081,Emily Blunt,Actor
901,21134,John Slattery,Actor
901,53650,Anthony Mackie,Actor
901,156675,Lauren Hodges,Actor
902,1269,Kevin Costner,Actor
902,192,Morgan Freeman,Actor
902,2224,Christian Slater,Actor
902,1161,Mary Elizabeth Mastrantonio,Actor
902,4566,Alan Rickman,Actor
903,500,Tom Cruise,Actor
903,9777,Cuba Gooding Jr.,Actor
903,9137,Ren\u00e9e Zellweger,Actor
903,11164,Kelly Preston,Actor
903,142955,Alison Armitage,Actor
904,13240,Mark Wahlberg,Actor
904,18973,Mila Kunis,Actor
904,52139,Seth MacFarlane,Actor
904,74949,Joel McHale,Actor
904,1771,Giovanni Ribisi,Actor
905,514,Jack Nicholson,Actor
905,9994,Helen Hunt,Actor
905,17141,Greg Kinnear,Actor
905,9777,Cuba Gooding Jr.,Actor
905,22108,Skeet Ulrich,Actor
906,2157,Robin Williams,Actor
906,1233,Philip Seymour Hoffman,Actor
906,4029,Bob Gunton,Actor
906,9979,Peter Coyote,Actor
906,2169,Michael Jeter,Actor
907,23659,Will Ferrell,Actor
907,4495,Steve Carell,Actor
907,22226,Paul Rudd,Actor
907,18979,Christina Applegate,Actor
907,28638,David Koechner,Actor
908,19292,Adam Sandler,Actor
908,1920,Winona Ryder,Actor
908,1241,John Turturro,Actor
908,20818,Allen Covert,Actor
908,8212,Peter Gallagher,Actor
909,518627,Joel Courtney,Actor
909,18050,Elle Fanning,Actor
909,518628,Riley Griffiths,Actor
909,3497,Kyle Chandler,Actor
909,456066,Ryan Lee,Actor
910,1204,Julia Roberts,Actor
910,3926,Albert Finney,Actor
910,6383,Aaron Eckhart,Actor
910,19838,Marg Helgenberger,Actor
910,1956,Cherry Jones,Actor
911,11661,Kate Hudson,Actor
911,10297,Matthew McConaughey,Actor
911,17696,Kathryn Hahn,Actor
911,24291,Annie Parisse,Actor
911,6163,Adam Goldberg,Actor
912,21007,Jonah Hill,Actor
912,38673,Channing Tatum,Actor
912,54697,Dave Franco,Actor
912,9778,Ice Cube,Actor
912,17039,Nick Offerman,Actor
913,287,Brad Pitt,Actor
913,500,Tom Cruise,Actor
913,205,Kirsten Dunst,Actor
913,3131,Antonio Banderas,Actor
913,2224,Christian Slater,Actor
914,206,Jim Carrey,Actor
914,11664,Zooey Deschanel,Actor
914,82666,Rhys Darby,Actor
914,64154,Sasha Alexander,Actor
914,58068,Fionnula Flanagan,Actor
915,18918,Dwayne Johnson,Actor
915,55638,Kevin Hart,Actor
915,39388,Amy Ryan,Actor
915,84497,Aaron Paul,Actor
915,101060,Danielle Nicolet,Actor
916,1204,Julia Roberts,Actor
916,4038,Susan Sarandon,Actor
916,228,Ed Harris,Actor
916,20089,Jena Malone,Actor
916,19977,Liam Aiken,Actor
917,23659,Will Ferrell,Actor
917,13240,Mark Wahlberg,Actor
917,1817,Linda Cardellini,Actor
917,19159,Thomas Haden Church,Actor
917,1512021,Scarlett Estevez,Actor
918,5064,Meryl Streep,Actor
918,5081,Emily Blunt,Actor
918,55466,James Corden,Actor
918,84223,Anna Kendrick,Actor
918,62064,Chris Pine,Actor
919,5292,Denzel Washington,Actor
919,2296,Clive Owen,Actor
919,1038,Jodie Foster,Actor
919,290,Christopher Plummer,Actor
919,5293,Willem Dafoe,Actor
920,2461,Mel Gibson,Actor
920,10823,Kris Kristofferson,Actor
920,2518,Gregg Henry,Actor
920,49,Maria Bello,Actor
920,19839,David Paymer,Actor
921,350,Laura Linney,Actor
921,21043,Dylan Walsh,Actor
921,8874,Ernie Hudson,Actor
921,13472,Tim Curry,Actor
921,31511,Grant Heslov,Actor
922,1892,Matt Damon,Actor
922,1245,Scarlett Johansson,Actor
922,19159,Thomas Haden Church,Actor
922,74539,Colin Ford,Actor
922,1046348,Maggie Elizabeth Jones,Actor
923,2963,Nicolas Cage,Actor
923,9827,Rose Byrne,Actor
923,77334,Chandler Canterbury,Actor
923,77335,Ben Mendelsohn,Actor
923,77336,Nadia Townsend,Actor
924,10297,Matthew McConaughey,Actor
924,520,Sarah Jessica Parker,Actor
924,11664,Zooey Deschanel,Actor
924,21180,Justin Bartha,Actor
924,51329,Bradley Cooper,Actor
925,3489,Naomi Watts,Actor
925,1284159,Simon Baker,Actor
925,20,Elizabeth Perkins,Actor
925,26292,David Dorfman,Actor
925,21163,Gary Cole,Actor
926,4495,Steve Carell,Actor
926,1231,Julianne Moore,Actor
926,30614,Ryan Gosling,Actor
926,54693,Emma Stone,Actor
926,3141,Marisa Tomei,Actor
927,1532,Bill Murray,Actor
927,33654,Breckin Meyer,Actor
927,33259,Jennifer Love Hewitt,Actor
927,537,Stephen Tobolowsky,Actor
927,169349,Evan Arnold,Actor
928,12898,Tim Allen,Actor
928,8944,Jamie Lee Curtis,Actor
928,707,Dan Aykroyd,Actor
928,588,M. Emmet Walsh,Actor
928,138242,Elizabeth Franz,Actor
929,287,Brad Pitt,Actor
929,21007,Jonah Hill,Actor
929,1233,Philip Seymour Hoffman,Actor
929,32,Robin Wright,Actor
929,73457,Chris Pratt,Actor
930,4483,Dustin Hoffman,Actor
930,14343,Rene Russo,Actor
