movie_id,crew_id,name,role
632,5713,Chris Wedge,Director
632,5719,Lori Forte,Producer
632,5715,Michael J. Wilson,Screenplay
632,5716,Michael Berg,Screenplay
632,5717,Peter Ackerman,Screenplay
633,8844,Lawrence Kasdan,Director
633,8844,Lawrence Kasdan,Producer
633,16329,Charles Okun,Producer
633,348,William Goldman,Screenplay
633,8844,Lawrence Kasdan,Screenplay
634,488,Steven Spielberg,Director
634,488,Steven Spielberg,Producer
634,489,Kathleen Kennedy,Producer
634,8780,Tony Kushner,Screenplay
635,9339,Lilly Wachowski,Director
635,9340,Lana Wachowski,Director
635,1091,Joel Silver,Producer
636,6159,Ron Howard,Director
636,339,Brian Grazer,Producer
636,142,William Broyles Jr.,Screenplay
636,7854,Al Reinert,Screenplay
637,15045,Michael Lembeck,Director
637,20908,Jeffrey Silver,Producer
637,21146,Robert F. Newmyer,Producer
637,56644,Brian Reilly,Producer
637,4664,Leonardo Benvenuti,Screenplay
637,56643,Steve Rudnick,Screenplay
638,70500,Tom Hooper,Director
638,2236,Tim Bevan,Producer
638,2238,Eric Fellner,Producer
638,231713,Cameron Mackintosh,Producer
638,933,William Nicholson,Screenplay
639,9248,Nora Ephron,Director
639,7200,Lauren Shuler Donner,Producer
639,9248,Nora Ephron,Producer
639,9248,Nora Ephron,Screenplay
639,57678,Delia Ephron,Screenplay
640,55710,Adam McKay,Director
640,41039,Judd Apatow,Producer
640,61397,Jimmy Miller,Producer
640,23659,Will Ferrell,Screenplay
640,55710,Adam McKay,Screenplay
641,10702,Martin Campbell,Director
641,2986,Doug Claybourne,Producer
641,11813,David Foster,Producer
641,1705,Ted Elliott,Screenplay
641,1706,Terry Rossio,Screenplay
641,57378,John Eskow,Screenplay
642,57130,Todd Phillips,Director
642,57130,Todd Phillips,Producer
642,57132,Daniel Goldberg,Producer
642,57130,Todd Phillips,Screenplay
642,66549,Adam Sztykiel,Screenplay
642,127146,Alan R. Cohen,Screenplay
642,127148,Alan Freedland,Screenplay
643,11701,Angelina Jolie,Director
643,3184,Clayton Townsend,Producer
643,10950,Erwin Stoff,Producer
643,11701,Angelina Jolie,Producer
643,1143709,Matthew Barr,Producer
643,933,William Nicholson,Screenplay
643,1223,Joel Coen,Screenplay
643,1224,Ethan Coen,Screenplay
643,2163,Richard LaGravenese,Screenplay
644,190,Clint Eastwood,Director
644,190,Clint Eastwood,Producer
644,29525,Andrew Lazar,Producer
644,44064,Ken Kaufman,Screenplay
644,44065,Howard Klausner,Screenplay
645,16938,Renny Harlin,Director
645,7726,Alan Marshall,Producer
645,16938,Renny Harlin,Producer
645,10703,Michael France,Screenplay
645,16483,Sylvester Stallone,Screenplay
646,11401,John Woo,Director
646,6048,Mark Gordon,Producer
646,11404,Terence Chang,Producer
646,21983,Allison Lyon Segan,Producer
646,35510,Bill Badalato,Producer
646,21206,Graham Yost,Screenplay
647,12962,Jon Turteltaub,Director
647,12962,Jon Turteltaub,Producer
647,21003,Stephen J. Eads,Producer
647,18350,Hunt Lowry,Producer
647,35664,William M. Elvin,Producer
647,35666,Christina Steinberg,Producer
648,1152,Oliver Stone,Director
648,2161,Debra Hill,Producer
648,5381,Michael Shamberg,Producer
648,5382,Stacey Sher,Producer
648,20295,Moritz Borman,Producer
649,10723,Mike Newell,Director
649,18344,Paul Schiff,Producer
649,52004,Elaine Goldsmith-Thomas,Producer
649,70592,Deborah Schindler,Producer
649,2100,Lawrence Konner,Screenplay
649,2103,Mark Rosenthal,Screenplay
650,6767,Larry Charles,Director
650,2997,Scott Rudin,Producer
650,6730,Sacha Baron Cohen,Producer
650,6731,Anthony Hines,Producer
650,6730,Sacha Baron Cohen,Screenplay
650,57406,Alec Berg,Screenplay
651,240,Stanley Kubrick,Director
651,240,Stanley Kubrick,Producer
651,5015,Brian W. Cook,Producer
651,240,Stanley Kubrick,Screenplay
651,5014,Frederic Raphael,Screenplay
652,82511,Will Gluck,Director
652,2888,Will Smith,Producer
652,9575,Jada Pinkett Smith,Producer
652,46080,James Lassiter,Producer
652,84932,Jay-Z,Producer
652,74574,Caleeb Pinkett,Producer
652,1889729,Tyran Smith,Producer
652,10567,Aline Brosh McKenna,Screenplay
652,82511,Will Gluck,Screenplay
653,56411,Glenn Ficarra,Director
653,56412,John Requa,Director
653,1899,Denise Di Novi,Producer
654,36425,McG,Director
654,2888,Will Smith,Producer
654,11092,Simon Kinberg,Producer
654,29015,Robert Simonds,Producer
654,46080,James Lassiter,Producer
654,11092,Simon Kinberg,Screenplay
654,132315,Timothy Dowling,Screenplay
655,3893,David S. Goyer,Director
655,3893,David S. Goyer,Producer
655,4768,Lynn Harris,Producer
655,10810,Peter Frankfurt,Producer
655,10814,Wesley Snipes,Producer
656,8328,John Milius,Director
656,12882,Buzz Feitshans,Producer
656,19736,Barry Beckerman,Producer
656,8328,John Milius,Screenplay
656,8300,Kevin Reynolds,Screenplay
657,5342,Mike Nichols,Director
657,5342,Mike Nichols,Producer
657,8880,Neil A. Machlis,Producer
657,14093,Jonathan D. Krane,Producer
657,58251,Elaine May,Screenplay
658,4014,Paul W.S. Anderson,Director
658,4014,Paul W.S. Anderson,Producer
658,4016,Jeremy Bolt,Producer
658,8303,Don Carmody,Producer
658,1106750,Alexander Dostal,Producer
659,4014,Paul W.S. Anderson,Director
659,4014,Paul W.S. Anderson,Producer
659,4016,Jeremy Bolt,Producer
659,102429,Roger Corman,Producer
659,9183,Paula Wagner,Producer
659,4014,Paul W.S. Anderson,Screenplay
660,16938,Renny Harlin,Director
660,1108,Shane Black,Producer
660,3984,Stephanie Austin,Producer
660,16935,Geena Davis,Producer
660,16938,Renny Harlin,Producer
660,1108,Shane Black,Screenplay
661,18596,Taylor Hackford,Director
661,3222,Charles Mulvehill,Producer
661,18596,Taylor Hackford,Producer
661,19242,Tony Gilroy,Screenplay
662,15277,Jon Favreau,Director
662,4767,Michael De Luca,Producer
662,9184,Scott Kroopf,Producer
662,42357,William Teitler,Producer
662,508,David Koepp,Screenplay
662,51296,John Kamps,Screenplay
663,7467,David Fincher,Director
663,1254,Art Linson,Producer
663,7474,Ross Grayson Bell,Producer
663,7475,Ce\u00e1n Chaffin,Producer
663,7469,Jim Uhls,Screenplay
664,36425,McG,Director
664,67759,Basil Iwanyk,Producer
664,68432,Jamie Linden,Screenplay
665,7145,Michael Lehmann,Director
665,551,Suzanne Todd,Producer
665,1091,Joel Silver,Producer
665,21220,David Willis,Producer
665,10933,Michael Dryhurst,Producer
665,1726,Steven E. de Souza,Screenplay
665,5128,Daniel Waters,Screenplay
666,9248,Nora Ephron,Director
666,7779,Sean Daniel,Producer
666,9248,Nora Ephron,Producer
666,29525,Andrew Lazar,Producer
666,57107,Adam Resnick,Screenplay
667,1707,Stuart Beattie,Director
667,68602,Tom Rosenberg,Producer
667,3953,Gary Lucchesi,Producer
667,3954,Richard S. Wright,Producer
667,8299,Andrew Mason,Producer
667,35180,Sidney Kimmel,Producer
667,1707,Stuart Beattie,Screenplay
668,3556,Roman Polanski,Director
668,3556,Roman Polanski,Producer
668,3559,Robert Benmussa,Producer
668,3560,Alain Sarde,Producer
668,3558,Ronald Harwood,Screenplay
669,12523,Rob Bowman,Director
669,376,Arnon Milchan,Producer
669,7626,Avi Arad,Producer
669,12922,Gary Foster,Producer
670,2294,Robert Rodriguez,Director
670,2293,Frank Miller,Director
670,2294,Robert Rodriguez,Producer
670,1040895,Sergei Bespalov,Producer
670,1040896,Aaron Kaufman,Producer
670,1040898,Alexander Rodnyansky,Producer
670,1106272,Mark C. Manuel,Producer
670,1383010,Stephen L'Heureux,Producer
671,2226,Sydney Pollack,Director
671,2226,Sydney Pollack,Producer
671,71762,Marykay Powell,Producer
671,10637,Kurt Luedtke,Screenplay
672,67813,Baltasar Korm\u00e1kur,Director
672,1266,Nicky Kentish Barnes,Producer
672,2236,Tim Bevan,Producer
672,2238,Eric Fellner,Producer
672,57049,Brian Oliver,Producer
672,67813,Baltasar Korm\u00e1kur,Producer
672,158401,Tyler Thompson,Producer
672,1017234,Evan Hayes,Producer
672,933,William Nicholson,Screenplay
672,57631,Simon Beaufoy,Screenplay
673,1071,Tom Tykwer,Director
673,673,Bernd Eichinger,Producer
673,53643,Gigi Oeri,Producer
673,673,Bernd Eichinger,Screenplay
673,1071,Tom Tykwer,Screenplay
673,2355,Andrew Birkin,Screenplay
674,6737,Jay Roach,Director
674,2445,Eric McLeod,Producer
674,550,Jennifer Todd,Producer
674,551,Suzanne Todd,Producer
674,1227,John S. Lyons,Producer
674,3416,Demi Moore,Producer
674,12073,Mike Myers,Producer
674,12073,Mike Myers,Screenplay
674,14172,Michael McCullers,Screenplay
675,33183,David Bowers,Director
675,14711,Timothy Harris,Screenplay
676,488,Steven Spielberg,Director
676,489,Kathleen Kennedy,Producer
676,2211,Gerald R. Molen,Producer
676,508,David Koepp,Screenplay
676,4782,Michael Crichton,Screenplay
677,8844,Lawrence Kasdan,Director
677,1269,Kevin Costner,Producer
677,8844,Lawrence Kasdan,Producer
677,7847,Jim Wilson,Producer
677,8844,Lawrence Kasdan,Screenplay
677,54972,Dan Gordon,Screenplay
678,13015,Phillip Noyce,Director
678,4611,Mace Neufeld,Producer
678,4612,Robert Rehme,Producer
678,8328,John Milius,Screenplay
678,2260,Steven Zaillian,Screenplay
678,59906,Donald Stewart,Screenplay
679,57832,Daniel Lee,Director
679,18897,Jackie Chan,Producer
679,936441,Susanna Tsang,Producer
680,35689,Keenen Ivory Wayans,Director
680,9562,Marlon Wayans,Producer
680,35689,Keenen Ivory Wayans,Producer
680,35690,Shawn Wayans,Producer
680,56908,Rick Alvarez,Producer
680,57225,Lee R. Mayes,Producer
680,9562,Marlon Wayans,Screenplay
680,35689,Keenen Ivory Wayans,Screenplay
680,35690,Shawn Wayans,Screenplay
681,7213,Jonathan Mostow,Director
681,5398,Dino De Laurentiis,Producer
681,19051,Martha De Laurentiis,Producer
681,19769,David Ayer,Screenplay
681,22129,Sam Montgomery,Screenplay
682,3026,Rob Reiner,Director
682,3026,Rob Reiner,Producer
682,13520,Aaron Sorkin,Screenplay
683,71527,Marco Schnabel,Director
683,4767,Michael De Luca,Producer
683,12073,Mike Myers,Producer
683,12073,Mike Myers,Screenplay
683,71528,Graham Gordy,Screenplay
684,71418,Demian Lichtenstein,Director
684,18691,Elie Samaha,Producer
684,21479,Andrew Stevens,Producer
684,71418,Demian Lichtenstein,Producer
684,71421,Eric Manes,Producer
684,71422,Richard Spero,Producer
684,71420,Richard Recco,Screenplay
684,71418,Demian Lichtenstein,Screenplay
685,138,Quentin Tarantino,Director
685,5382,Stacey Sher,Producer
685,12997,Richard N. Gladstein,Producer
685,963669,Shannon McIntosh,Producer
686,60922,Josh Gordon,Director
686,60923,Will Speck,Director
686,2447,Peter Kohn,Producer
686,7399,Ben Stiller,Producer
686,22302,Stuart Cornfeld,Producer
686,60929,Lara Breay,Producer
686,60933,Colin O'Reilly,Producer
686,60934,Patrick Esposito,Producer
687,49903,Tim Hill,Director
687,52360,Ken Daurio,Screenplay
687,52361,Cinco Paul,Screenplay
687,1024175,Brian Lynch,Screenplay
688,15217,Zack Snyder,Director
688,11420,Gianni Nunnari,Producer
688,20908,Jeffrey Silver,Producer
688,65377,Bernie Goldmann,Producer
688,15217,Zack Snyder,Screenplay
688,17285,Kurt Johnstad,Screenplay
688,1272667,Michael B. Gordon,Screenplay
689,6737,Jay Roach,Director
689,380,Robert De Niro,Producer
689,3305,Jane Rosenthal,Producer
689,6737,Jay Roach,Producer
689,10385,Jim Herzfeld,Screenplay
689,10387,Marc Hyman,Screenplay
689,17871,John Hamburg,Screenplay
690,5065,David Frankel,Director
690,10569,Karen Rosenfelt,Producer
690,25455,Gil Netter,Producer
690,2199,Scott Frank,Screenplay
690,57579,Don Roos,Screenplay
691,4027,Frank Darabont,Director
691,3718,David Valdes,Producer
691,4027,Frank Darabont,Producer
691,4027,Frank Darabont,Screenplay
692,68573,Walt Becker,Director
692,53177,Brian Robbins,Producer
692,53178,Mike Tollin,Producer
692,62758,Todd Lieberman,Producer
692,68574,Brad Copeland,Screenplay
693,61411,Mark Dindal,Director
693,61417,Randy Fullmer,Producer
693,52694,Steve Bencich,Screenplay
693,52695,Ron J. Friedman,Screenplay
693,61413,Ron Anderson,Screenplay
694,7467,David Fincher,Director
694,376,Arnon Milchan,Producer
694,368,Reese Witherspoon,Producer
694,7475,Ce\u00e1n Chaffin,Producer
694,11708,Leslie Dixon,Producer
694,52993,Bruna Papandrea,Producer
694,71262,Joshua Donen,Producer
694,1194205,Gillian Flynn,Screenplay
695,11694,Doug Liman,Director
695,11694,Doug Liman,Producer
695,12997,Richard N. Gladstein,Producer
695,25600,Patrick Crowley,Producer
695,19242,Tony Gilroy,Screenplay
695,25618,W. Blake Herron,Screenplay
696,10702,Martin Campbell,Director
696,10666,Barbara Broccoli,Producer
696,10706,Anthony Waye,Producer
696,69678,Michael G. Wilson,Producer
696,10704,Jeffrey Caine,Screenplay
696,10705,Bruce Feirstein,Screenplay
697,12786,Simon West,Director
697,4611,Mace Neufeld,Producer
697,348,William Goldman,Screenplay
697,141682,Christopher Bertolini,Screenplay
698,2690,Peter Weir,Director
698,2997,Scott Rudin,Producer
698,8685,Andrew Niccol,Producer
698,11302,Edward S. Feldman,Producer
698,11303,Adam Schroeder,Producer
699,21879,Simon Wells,Director
699,44113,Steve Hickner,Director
699,59803,Brenda Chapman,Director
699,488,Steven Spielberg,Producer
699,12062,Jeffrey Katzenberg,Producer
699,12065,Penney Finkelman Cox,Producer
699,12066,Sandra Rabins,Producer
699,1788,Nicholas Meyer,Screenplay
699,37078,Philip LaZebnik,Screenplay
700,52112,Steve Carr,Director
700,2043,John Davis,Producer
700,6040,Wyck Godfrey,Producer
700,59416,Matt Berenson,Producer
700,57856,Geoff Rodkey,Screenplay
701,67813,Baltasar Korm\u00e1kur,Director
701,17210,George Furla,Producer
701,17211,Randall Emmett,Producer
701,23485,Marc Platt,Producer
701,73453,Adam Siegel,Producer
701,96357,Norton Herrick,Producer
701,1105705,Ross Richie,Producer
701,1237644,Andrew Cosby,Producer
701,1229856,Blake Masters,Screenplay
702,64191,Lawrence Guterman,Director
702,66897,Christopher DeFaria,Producer
702,56411,Glenn Ficarra,Screenplay
702,56412,John Requa,Screenplay
703,37932,F. Gary Gray,Director
703,58470,Donald De Line,Producer
703,56258,Donna Powers,Screenplay
703,56260,Wayne Powers,Screenplay
704,18323,Marc Lawrence,Director
704,18277,Sandra Bullock,Producer
704,18323,Marc Lawrence,Screenplay
705,18863,Eric Darnell,Director
705,52870,Tim Johnson,Director
705,12106,Aron Warner,Producer
705,32532,Brad Lewis,Producer
705,56269,Patty Wooton,Producer
705,3288,Chris Weitz,Screenplay
705,3289,Paul Weitz,Screenplay
705,56268,Todd Alcott,Screenplay
706,12708,Peter Billingsley,Director
706,4937,Vince Vaughn,Screenplay
706,15277,Jon Favreau,Screenplay
706,56718,Dana Fox,Screenplay
707,893,Tony Scott,Director
707,770,Jerry Bruckheimer,Producer
707,771,Don Simpson,Producer
707,11057,Robert Towne,Screenplay
708,20739,Adam Shankman,Director
708,17825,Shawn Levy,Producer
708,20739,Adam Shankman,Producer
708,20742,Jennifer Gibgot,Producer
708,29206,Garrett Grant,Producer
708,58266,Ben Myron,Producer
708,52696,Sam Harper,Screenplay
709,1179066,Wes Ball,Director
709,6040,Wyck Godfrey,Producer
709,25046,Marty Bowen,Producer
709,91161,Joe Hartwick Jr.,Producer
709,1257754,Ellen Goldsmith-Vein,Producer
709,1328142,Lee Stollman,Producer
709,1257144,T.S. Nowlin,Screenplay
710,52779,Ryan Murphy,Director
710,20458,Dede Gardner,Producer
710,52779,Ryan Murphy,Screenplay
710,41258,Jennifer Salt,Screenplay
711,11091,Brett Ratner,Director
711,15219,Marc Abraham,Producer
711,47052,Tony Ludwig,Producer
711,47053,Alan Riche,Producer
711,47054,Howard Rosenman,Producer
711,47050,David Diamond,Screenplay
711,47051,David Weissman,Screenplay
712,57270,Robert Schwentke,Director
712,10952,Lorenzo di Bonaventura,Producer
712,24309,Mark Vahradian,Producer
713,1152,Oliver Stone,Director
713,3184,Clayton Townsend,Producer
713,5379,Dan Halsted,Producer
713,7200,Lauren Shuler Donner,Producer
713,932,John Logan,Screenplay
713,1152,Oliver Stone,Screenplay
714,4135,Robert Redford,Director
714,4135,Robert Redford,Producer
714,4146,Patrick Markey,Producer
714,7531,Joseph P. Reidy,Producer
714,7532,Karen Tenkhoff,Producer
714,27,Eric Roth,Screenplay
714,2163,Richard LaGravenese,Screenplay
715,638,Michael Mann,Director
715,638,Michael Mann,Producer
715,946579,Julie Richardson,Producer
716,26713,Chuck Russell,Director
716,7775,Stephen Sommers,Producer
716,7779,Sean Daniel,Producer
716,7780,James Jacks,Producer
716,57343,Kevin Misher,Producer
716,7775,Stephen Sommers,Screenplay
716,57341,William Osborne,Screenplay
716,10995,David Hayter,Screenplay
717,46297,Jay Russell,Director
717,20802,Casey Silver,Producer
717,52035,Lewis Colick,Screenplay
718,9033,Christopher McQuarrie,Director
718,284,Gary Levinsohn,Producer
718,500,Tom Cruise,Producer
718,9183,Paula Wagner,Producer
718,29018,Dana Goldberg,Producer
718,56737,Don Granger,Producer
718,58433,David Ellison,Producer
718,9033,Christopher McQuarrie,Screenplay
719,16938,Renny Harlin,Director
719,5575,Akiva Goldsman,Producer
719,47052,Tony Ludwig,Producer
719,47053,Alan Riche,Producer
719,1474777,Don MacBain,Producer
719,56257,Duncan Kennedy,Screenplay
719,56258,Donna Powers,Screenplay
719,56260,Wayne Powers,Screenplay
720,65310,Kenny Ortega,Director
721,1884,Steven Soderbergh,Director
721,5381,Michael Shamberg,Producer
721,5382,Stacey Sher,Producer
721,119665,Gregory Jacobs,Producer
721,19014,Scott Z. Burns,Screenplay
722,48980,David McNally,Director
722,770,Jerry Bruckheimer,Producer
722,3228,Scott Rosenberg,Screenplay
722,53394,Steve Bing,Screenplay
723,57646,Henry Selick,Director
723,34899,Harry Linden,Producer
723,57646,Henry Selick,Producer
723,69227,Bill Mechanic,Producer
723,1119833,Claire Jennings,Producer
723,1237329,Mary Sandell,Producer
723,23446,Neil Gaiman,Screenplay
723,57646,Henry Selick,Screenplay
724,11614,M. Night Shyamalan,Director
724,136,Sam Mercer,Producer
724,5664,Barry Mendel,Producer
724,11614,M. Night Shyamalan,Producer
724,958493,John Rusk,Producer
724,966473,Deven Khote,Producer
724,1128126,Jose L. Rodriguez,Producer
724,11614,M. Night Shyamalan,Screenplay
725,893,Tony Scott,Director
725,376,Arnon Milchan,Producer
725,893,Tony Scott,Producer
725,11695,Lucas Foster,Producer
725,4723,Brian Helgeland,Screenplay
726,53177,Brian Robbins,Director
726,12898,Tim Allen,Producer
726,31710,David Hoberman,Producer
727,57130,Todd Phillips,Director
727,5575,Akiva Goldsman,Producer
727,22302,Stuart Cornfeld,Producer
727,47052,Tony Ludwig,Producer
727,47053,Alan Riche,Producer
727,57536,William Blinn,Producer
727,6112,John O'Brien,Screenplay
727,57130,Todd Phillips,Screenplay
727,57538,Scot Armstrong,Screenplay
728,13581,Brian Levant,Director
728,10965,Chris Columbus,Producer
728,11222,Mark Radcliffe,Producer
728,17828,Michael Barnathan,Producer
728,52042,Richard Vane,Producer
728,57117,Randy Kornfield,Screenplay
729,10828,Guillermo del Toro,Director
729,1093,Lawrence Gordon,Producer
729,1993,Lloyd Levin,Producer
729,40832,Mike Richardson,Producer
729,10828,Guillermo del Toro,Screenplay
730,2260,Steven Zaillian,Director
730,2260,Steven Zaillian,Producer
730,2997,Scott Rudin,Producer
730,4135,Robert Redford,Producer
730,7530,Rachel Pfeffer,Producer
730,2260,Steven Zaillian,Screenplay
731,58897,Sam Fell,Director
731,154705,Chris Butler,Director
731,1033661,Travis Knight,Producer
731,1033662,Arianne Sutner,Producer
731,154705,Chris Butler,Screenplay
732,30365,Michael Caton-Jones,Director
732,7781,Kevin Jarre,Producer
732,7779,Sean Daniel,Producer
732,7780,James Jacks,Producer
732,30365,Michael Caton-Jones,Producer
732,20757,Chuck Pfarrer,Screenplay
733,11401,John Woo,Director
733,2043,John Davis,Producer
733,11401,John Woo,Producer
733,11404,Terence Chang,Producer
733,946092,Michael Hackett,Producer
733,20516,Dean Georgaris,Screenplay
734,18250,Jon Avnet,Director
734,9578,John Foreman,Producer
734,18250,Jon Avnet,Producer
734,57219,Joan Didion,Screenplay
734,57220,John Gregory Dunne,Screenplay
735,64152,Robert Stevenhagen,Director
735,58897,Sam Fell,Director
735,23964,Gary Ross,Producer
735,38271,Allison Thomas,Producer
735,23964,Gary Ross,Screenplay
736,66654,Kevin Donovan,Director
736,12107,John H. Williams,Producer
736,11303,Adam Schroeder,Producer
736,3389,Michael J. Leeson,Screenplay
736,5715,Michael J. Wilson,Screenplay
737,32277,Geoff Murphy,Director
737,376,Arnon Milchan,Producer
737,4699,Steve Perry,Producer
737,27548,Richard Hatem,Screenplay
737,32278,Matt Reeves,Screenplay
738,11181,Kenneth Branagh,Director
738,4611,Mace Neufeld,Producer
738,10952,Lorenzo di Bonaventura,Producer
738,65614,David Barron,Producer
738,24309,Mark Vahradian,Producer
738,1106750,Alexander Dostal,Producer
738,1106752,David Ready,Producer
738,508,David Koepp,Screenplay
738,1106745,Adam Cozad,Screenplay
739,17883,David O. Russell,Director
739,2043,John Davis,Producer
739,6624,Jonathan Gordon,Producer
739,17883,David O. Russell,Producer
739,70701,Ken Mok,Producer
739,1027025,Megan Ellison,Producer
739,17883,David O. Russell,Screenplay
740,132239,Babak Najafi,Director
740,17276,Gerard Butler,Producer
740,17207,Les Weldon,Producer
740,22815,John Thompson,Producer
740,68320,Mark Gill,Producer
740,582624,Alan Siegel,Producer
740,1018082,Matthew O'Toole,Producer
740,54868,Christian Gudegast,Screenplay
740,935203,Chad St. John,Screenplay
740,1065351,Katrin Benedikt,Screenplay
740,1065352,Creighton Rothenberger,Screenplay
741,2419,Jean-Pierre Jeunet,Director
741,915,David Giler,Producer
741,1723,Walter Hill,Producer
741,10205,Sigourney Weaver,Producer
741,5053,Gordon Carroll,Producer
741,35510,Bill Badalato,Producer
741,12891,Joss Whedon,Screenplay
742,20907,Antoine Fuqua,Director
742,10952,Lorenzo di Bonaventura,Producer
743,52691,Anthony Stacchi,Director
743,1152981,Graham Annable,Director
743,1033661,Travis Knight,Producer
743,1453479,David Bleiman Ichioka,Producer
743,81262,Irena Brignull,Screenplay
743,1355162,Adam Pava,Screenplay
744,2171,Griffin Dunne,Director
744,1899,Denise Di Novi,Producer
744,16328,Adam Brooks,Screenplay
744,5575,Akiva Goldsman,Screenplay
744,19852,Robin Swicord,Screenplay
745,107446,Phil Lord,Director
745,155267,Christopher Miller,Director
745,21036,Roy Lee,Producer
745,112690,Dan Lin,Producer
745,107446,Phil Lord,Screenplay
745,155267,Christopher Miller,Screenplay
746,58072,John Pasquin,Director
746,18277,Sandra Bullock,Producer
746,18323,Marc Lawrence,Producer
746,57634,Mary McLaglen,Producer
746,18323,Marc Lawrence,Screenplay
746,62365,Katie Ford,Screenplay
746,62366,Caryn Lucas,Screenplay
747,12523,Rob Bowman,Director
747,1297,Richard D. Zanuck,Producer
747,4504,Roger Birnbaum,Producer
747,4507,Gary Barber,Producer
747,5707,Lili Fini Zanuck,Producer
747,29606,Matt Greenberg,Screenplay
748,91268,Ruben Fleischer,Director
748,17630,Michael Tadross,Producer
748,56932,Kevin McCormick,Producer
748,112690,Dan Lin,Producer
748,928546,Jon Silk,Producer
749,1524,Harold Ramis,Director
749,1524,Harold Ramis,Producer
749,3184,Clayton Townsend,Producer
749,41039,Judd Apatow,Producer
749,84418,Nicholas Weinstock,Producer
749,84419,Laurel A. Ward,Producer
749,84420,Andrew Epstein,Producer
749,1524,Harold Ramis,Screenplay
749,84416,Gene Stupnitsky,Screenplay
749,84417,Lee Eisenberg,Screenplay
750,190,Clint Eastwood,Director
750,190,Clint Eastwood,Producer
750,4611,Mace Neufeld,Producer
750,4746,Robert Lorenz,Producer
750,24205,Lori McCreary,Producer
750,71244,Anthony Peckham,Screenplay
751,17350,Kevin Macdonald,Director
751,2236,Tim Bevan,Producer
751,2238,Eric Fellner,Producer
751,39922,Andrew Hauptman,Producer
751,54250,Kwame Parker,Producer
751,463806,Eric Hayes,Producer
751,19242,Tony Gilroy,Screenplay
751,21807,Billy Ray,Screenplay
751,36603,Matthew Michael Carnahan,Screenplay
752,19242,Tony Gilroy,Director
752,2946,Jennifer Fox,Producer
752,21706,Laura Bickford,Producer
752,38082,Kerry Orent,Producer
753,18281,Donald Petrie,Director
753,63999,Jerry Leider,Producer
753,56054,Sherri Stoner,Screenplay
753,56055,Deanna Oliver,Screenplay
754,47640,Clark Johnson,Director
754,376,Arnon Milchan,Producer
754,3392,Michael Douglas,Producer
754,1472450,Marcy Drogin,Producer
754,1921,George Nolfi,Screenplay
755,117052,Jorge Blanco,Director
755,968303,Javier Abad,Director
755,1158156,Marcos Mart\u00ednez,Director
755,62983,Guy Collins,Producer
755,117057,Ignacio P\u00e9rez Dolset,Producer
756,2523,Stuart Baird,Director
756,2381,Rick Berman,Producer
756,2383,Peter Lauritson,Producer
756,932,John Logan,Screenplay
757,1223,Joel Coen,Director
757,339,Brian Grazer,Producer
757,1223,Joel Coen,Producer
757,1224,Ethan Coen,Producer
757,1482,John Cameron,Producer
757,31511,Grant Heslov,Producer
757,40375,James Whitaker,Producer
757,44482,Robert Graf,Producer
757,1223,Joel Coen,Screenplay
757,1224,Ethan Coen,Screenplay
757,52053,Robert Ramsey,Screenplay
757,52054,Matthew Stone,Screenplay
758,4746,Robert Lorenz,Director
758,190,Clint Eastwood,Producer
758,4746,Robert Lorenz,Producer
758,86589,Michele Weisler,Producer
758,323488,Randy Brown,Screenplay
759,10702,Martin Campbell,Director
759,16729,Graham King,Producer
759,114479,Tim Headington,Producer
759,114480,Michael Wearing,Producer
759,34510,William Monahan,Screenplay
759,57835,Andrew Bovell,Screenplay
760,37710,Peter Hyams,Director
760,136,Sam Mercer,Producer
760,869,Gale Anne Hurd,Producer
760,21371,Amy Holden Jones,Screenplay
760,65104,John Raffo,Screenplay
760,67802,Rick Jaffa,Screenplay
760,67803,Amanda Silver,Screenplay
761,1524,Harold Ramis,Director
761,3305,Jane Rosenthal,Producer
761,16731,Paula Weinstein,Producer
761,1524,Harold Ramis,Screenplay
761,18268,Peter Tolan,Screenplay
761,30711,Kenneth Lonergan,Screenplay
761,37933,Peter Steinfeld,Screenplay
762,18250,Jon Avnet,Director
763,23213,Harold Becker,Director
763,339,Brian Grazer,Producer
763,5283,Karen Kehela Sherwood,Producer
763,2100,Lawrence Konner,Screenplay
763,2103,Mark Rosenthal,Screenplay
764,36588,Joe Wright,Director
764,12922,Gary Foster,Producer
764,81696,Russ Krasnoff,Producer
764,6340,Susannah Grant,Screenplay
765,4135,Robert Redford,Director
765,2359,Jake Eberts,Producer
765,2948,Michael Nozik,Producer
765,4135,Robert Redford,Producer
765,7531,Joseph P. Reidy,Producer
765,41018,Chris Brigham,Producer
765,25210,Jeremy Leven,Screenplay
766,11649,Cameron Crowe,Director
766,9987,Ian Bryce,Producer
766,11649,Cameron Crowe,Producer
766,11652,Lisa Stewart,Producer
766,11653,Steven P. Saeta,Producer
766,11654,Scott M. Martin,Producer
766,11655,Marty P. Ewing,Producer
766,11649,Cameron Crowe,Screenplay
767,49903,Tim Hill,Director
767,2043,John Davis,Producer
767,12892,Joel Cohen,Screenplay
767,12893,Alec Sokolow,Screenplay
768,7256,Lee Tamahori,Director
768,8277,Arne Schmidt,Producer
768,11874,Neal H. Moritz,Producer
768,11092,Simon Kinberg,Screenplay
769,116357,Scott Stewart,Director
769,4767,Michael De Luca,Producer
769,57873,Mitchell Peck,Producer
